"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","26,867","0","0","0","0","0","0","0","2,024","9"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","157,477","71,361","0","0","0","652,551","0","0","2,024","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","8,467","0","0","0","0","0","0","2,024","9"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","69,446","0","0","0","0","0","0","2,024","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","CONTENEDORES","0","422","0","0","0","0","0","0","2,024","9"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","146,555","71,511","0","0","0","0","0","0","2,019","3"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CONTENEDORES","0","70","0","0","0","0","0","0","2,024","4"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","130","0","0","0","2,022","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","133","61,101","0","0","0","0","0","0","2,020","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GENERAL","0","67,683","0","0","0","0","0","0","2,018","8"
"Z.P. RIO MAGDALENA","SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","65,977","0","0","0","2,024","2"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","14,026","0","0","0","0","0","0","0","2,023","7"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","10,016","0","0","0","0","0","0","2,021","6"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","59,742","0","0","0","2,020","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","0","5","7","0","0","0","0","0","2,018","5"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","15,513","0","0","0","0","0","0","2,025","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","55,983","51,061","99","184","0","0","0","199","2,023","5"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","20,209","0","0","0","0","0","0","0","2,023","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","61,999","184,056","14,723","0","0","0","0","0","2,021","12"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","25,628","0","0","0","0","0","0","2,021","3"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","98,828","0","0","0","0","0","0","0","2,021","4"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","6,940","35,216","0","0","0","0","0","0","2,022","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","CONTENEDORES","0","0","0","0","4,543","0","0","0","2,023","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CARBON AL GRANEL","111,500","0","0","0","0","0","0","0","2,024","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","47,531","0","0","0","0","0","0","2,021","7"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","CONTENEDORES","0","0","0","0","3,922","0","0","0","2,021","6"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","6,541","2,612","0","0","0","0","0","0","2,019","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","5,218","0","0","2,023","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","83,232","0","0","0","0","0","0","0","2,023","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","49,388","0","0","0","0","0","0","2,023","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","41,719","54,070","335","379","0","269","0","428","2,021","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","0","170,638","0","0","0","0","0","0","2,021","7"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","59,469","0","0","0","0","0","0","0","2,018","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","145,025","0","0","0","0","0","0","2,019","6"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","24,400","0","0","0","0","0","0","0","2,023","10"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","GENERAL","60","106","4","0","0","0","0","0","2,018","3"
"CARTAGENA","SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.","PUBLICO","GRANEL LIQUIDO","11,172","0","0","0","0","0","0","0","2,018","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","75","0","0","0","9,050","0","0","2,018","8"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","16,282","0","0","0","0","0","0","0","2,024","2"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,799","0","0","0","0","2,307","0","0","2,019","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","14,189","0","0","0","0","0","0","2,023","11"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","407,813","143,670","0","0","0","77,357","0","0","2,018","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","39,036","0","0","0","0","0","0","2,021","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","16,670","0","0","0","0","0","0","2,022","10"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","390,523","0","0","0","145,148","0","0","2,021","10"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","18,659","0","0","0","0","0","0","2,019","6"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","CARBON AL GRANEL","33,000","0","0","0","0","0","0","0","2,024","3"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","12,323","0","0","0","0","0","0","2,022","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","182,511","212,286","419,854","0","0","0","0","0","2,018","11"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","49,407","24,781","0","0","4,065","0","0","0","2,020","6"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,287","0","0","2,022","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","170,804","0","0","0","0","0","0","2,018","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","4,001","0","0","0","0","0","0","2,023","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","53,536","58,924","115","54","0","0","0","534","2,024","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","50,885","0","0","0","0","0","0","2,022","11"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","1,267","13,914","0","0","0","0","0","0","2,021","5"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","36,966","22,133","0","0","0","0","0","0","2,024","5"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","4,438","21,747","0","0","0","0","0","0","2,022","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","125,485","0","0","0","0","0","0","0","2,019","4"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,022","1"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","118,685","0","0","0","0","0","0","0","2,024","9"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","CONTENEDORES","5,150","0","0","0","0","5,370","0","0","2,021","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","42","340","1,032","0","0","0","0","0","2,024","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","53","65,783","0","0","0","0","0","0","2,018","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","33,380","0","0","0","0","0","0","2,019","9"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","GENERAL","0","22,000","0","0","0","0","0","0","2,019","7"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GENERAL","0","19,133","0","0","2,001","0","0","0","2,020","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","22,226","0","0","0","0","0","0","2,022","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","69,897","0","0","0","0","0","0","2,023","9"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","4,770","29,834","0","0","0","0","0","0","2,023","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","23,458","0","0","0","0","0","0","2,024","9"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,999","0","0","0","0","0","0","0","2,021","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","43,955","186,615","0","0","0","19,330","0","0","2,020","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","75","0","0","0","4,062","0","0","2,018","10"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","74,665","94,386","0","0","0","0","0","0","2,019","3"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,278","0","0","2,018","10"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","33,000","63,446","0","0","0","0","0","0","2,024","7"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","4,645","0","0","0","0","0","0","2,019","4"
"CIENAGA","AMERICAN PORT COMPANY INC","PRIVADO","CARBON AL GRANEL","2,904,692","0","0","0","0","0","0","0","2,018","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GENERAL","0","3,249","0","0","0","0","0","0","2,018","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","104,929","0","0","0","0","0","0","2,024","8"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","2,650","0","0","0","0","0","0","0","2,022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","43,177","138,754","23,308","0","0","0","0","0","2,024","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","299,807","0","0","0","0","0","0","2,020","8"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","29,197","0","0","2,022","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","74,280","49,513","0","0","0","0","0","0","2,020","7"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","54,875","0","0","0","0","0","0","2,024","9"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","1,404","0","0","2,022","5"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","118,422","194,873","1,326,601","0","0","0","0","0","2,019","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","44,326","0","0","0","0","0","0","2,021","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","2,100","6,003","0","0","0","0","0","0","2,019","7"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","22,353","0","0","0","0","0","0","2,020","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","13,014","0","0","0","2,585","0","0","2,023","8"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","91,641","0","0","0","2,018","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","65","7,231","0","0","0","558","0","0","2,020","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","109,493","0","0","0","0","0","0","2,018","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","290,881","0","0","0","0","0","0","2,021","3"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","1,902","10,713","0","0","0","0","0","0","2,022","2"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","GENERAL","5","0","0","0","0","0","0","0","2,018","4"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","28,000","0","0","0","0","0","0","2,024","2"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,242","0","0","2,023","10"
"Z.P. RIO MAGDALENA","SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","82,436","0","0","0","2,024","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","32,748","19,735","0","0","0","0","0","0","2,018","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","74,080","0","0","0","0","0","0","2,020","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","26,527","0","0","0","0","0","0","2,020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","118,024","0","0","0","0","0","0","2,020","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","19,415","0","0","0","0","0","0","2,020","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","0","16,828","68","0","0","26,112","0","0","2,020","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","139,248","0","0","0","0","0","0","2,023","7"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","19,384","5,803","0","0","0","0","0","0","2,024","3"
"CIENAGA","AMERICAN PORT COMPANY INC","PRIVADO","CARBON AL GRANEL","1,847,806","0","0","0","0","0","0","0","2,023","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","1,273","0","0","2,018","10"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","19,196","0","0","0","0","0","0","2,023","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","302,315","0","0","0","0","0","0","2,021","7"
"CARTAGENA","SOCIEDAD PORTUARIA MARDIQUE","PUBLICO","GENERAL","3,523","0","0","0","0","0","0","0","2,025","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","144,852","0","0","0","2,019","5"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","84,887","131,474","46,352","0","0","0","0","0","2,024","7"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,132,829","0","0","0","0","0","0","0","2,023","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","1,994","0","0","0","0","0","0","2,022","11"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","27,297","0","0","0","0","0","0","2,024","1"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","0","30,493","0","0","0","0","0","0","2,019","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","0","4,002","0","0","0","0","0","0","2,023","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","112,560","0","0","0","0","0","0","0","2,022","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","167,244","236,706","1,349,546","0","0","68,055","0","0","2,020","11"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GENERAL","0","859","0","0","0","0","0","0","2,018","7"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","5,766","0","0","2,022","8"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","CONTENEDORES","0","0","0","0","0","2,726","0","0","2,020","9"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","13,137","0","0","0","0","0","0","2,022","12"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","22,729","2,607","0","0","0","30,362","0","0","2,021","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","42,340","0","0","0","0","0","0","2,019","9"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,428","0","0","0","0","0","0","0","2,019","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","88,191","0","0","0","0","0","0","0","2,022","6"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","95,895","0","0","0","2,023","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","18,210","0","0","0","531","0","0","2,020","1"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","130,753","90,255","0","0","0","190,329","0","0","2,021","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","6,983","0","0","0","2,071","0","0","2,018","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","45,902","179,305","0","0","0","1,191","0","0","2,019","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","16","381","528","0","0","0","0","0","2,023","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","4,500","5,500","0","0","0","0","0","0","2,019","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","193","0","0","0","4,754","0","0","2,022","8"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","81","0","0","0","2,023","4"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","9,400","26,500","0","0","0","0","0","0","2,018","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","30,802","0","0","0","0","0","0","2,021","4"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","576,785","0","0","0","0","0","0","0","2,020","6"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","51,673","70,419","40","326","0","10","0","218","2,021","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MICHELLMAR S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","257","0","0","0","2,025","2"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","1,014,980","83,938","0","0","0","0","0","0","2,024","5"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","28,313","0","0","0","0","0","0","2,019","8"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CONTENEDORES","0","35","0","0","0","0","0","0","2,020","3"
"CIENAGA","AMERICAN PORT COMPANY INC","PRIVADO","CARBON AL GRANEL","2,504,266","0","0","0","0","0","0","0","2,022","11"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,141","0","0","2,024","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","93,904","0","0","0","0","0","0","0","2,020","8"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","19,185","0","0","0","0","0","0","2,019","12"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","60,011","18,466","0","0","0","0","0","0","2,024","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","14,385","0","0","0","0","0","0","2,021","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL LIQUIDO","14,027","0","0","0","0","0","0","0","2,022","11"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","10,952","0","0","0","0","1,464","0","0","2,020","2"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GENERAL","8,693","1,702","0","0","0","0","0","0","2,020","8"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","3,776","0","0","2,019","9"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","299,785","0","0","0","0","0","0","0","2,022","1"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CONTENEDORES","24","0","0","0","0","0","0","0","2,020","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","20,904","0","0","0","0","0","0","2,019","12"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","13,396","0","0","2,018","2"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","42,311","0","0","0","0","0","0","2,018","9"
