"ZONA PORTUARIA               ","SOCIEDAD PORTUARIA","TIPO DE SERVICIO","TIPO DE CARGA","EXPORTACION","IMPORTACIÓN","TRANSBORDO","TRANSITO INTERNACIONAL","FLUVIAL","CABOTAJE","MOVILIZACIONES A BORDO","TRANSITORIA","AÑO VIGENCIA","MES VIGENCIA"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","74,952","14,819","0","0","0","0","0","0","2,023","10"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","PUBLICO","GENERAL","0","0","0","0","0","3,644","0","0","2,023","1"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","53,928","0","0","0","0","0","0","2,023","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","91,299","113,694","54,725","0","0","0","0","0","2,023","11"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","6,615","0","0","0","1,671","0","0","2,021","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","177,168","300,439","453,372","0","0","0","0","0","2,018","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","38,172","102,890","48,706","0","0","0","0","0","2,019","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","40,506","82,505","68","338","0","416","0","710","2,019","10"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","1,918","0","868","0","0","0","0","2,022","9"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,202","0","0","2,023","7"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","160","368","96","0","0","0","0","0","2,018","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","265,820","0","0","0","0","0","0","2,019","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","30,630","0","0","0","2,020","2"
"Z.P. RIO MAGDALENA","SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","81,281","0","0","0","2,024","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","74,054","123,383","35,399","0","0","0","0","0","2,019","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","58,046","0","0","0","0","0","0","2,019","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","CONTENEDORES","0","0","0","0","6,149","0","0","0","2,024","9"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","7,255","0","0","0","0","1,115","0","0","2,020","9"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","3,455","0","0","0","0","0","0","2,023","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GRANEL LIQUIDO","0","29,339","0","0","0","0","0","0","2,019","2"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","56,672","0","0","0","0","0","0","2,019","5"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","75,300","19,798","351","0","0","5,281","0","0","2,022","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","2,997","5,002","0","0","0","0","0","0","2,024","4"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,319","0","0","2,022","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","92","39,259","0","0","0","1,503","0","0","2,018","5"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","6,000","0","0","0","0","0","0","0","2,019","3"
"BUENAVENTURA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","93,884","0","0","0","0","0","0","2,018","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","74,901","0","0","0","0","0","0","0","2,021","4"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","13,364","0","0","0","0","1,072","0","0","2,020","5"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","8,000","0","0","0","0","0","0","2,024","2"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","44,902","0","0","0","0","0","0","0","2,024","6"
"SANTA MARTA","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","407,630","0","0","0","59,982","0","0","2,019","10"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","168,880","97,090","0","0","0","0","0","0","2,019","11"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","14,953","0","0","0","0","0","0","2,024","8"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,327","0","0","2,022","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","0","457","0","0","0","0","0","2,024","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","10,148","0","0","0","557","0","0","2,024","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","156","0","0","0","5,269","0","0","2,022","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CONTENEDORES","13","181","0","0","0","0","0","0","2,019","6"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","35,906","0","0","0","0","0","0","2,023","5"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","1,524","0","0","0","0","0","0","2,019","7"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","79,450","0","0","0","0","0","0","0","2,022","12"
"SAN ANDRES","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,308","0","0","2,022","8"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","0","619,918","0","0","0","0","0","0","2,021","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","27,278","0","0","0","0","0","0","2,018","2"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","76,788","50,600","0","0","0","0","0","0","2,019","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","33","72,049","0","0","0","0","0","0","2,019","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","33,268","115,351","91,827","0","0","186","0","0","2,018","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GENERAL","0","46","0","0","0","6,549","0","0","2,024","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","50,578","21,827","366","0","0","0","0","0","2,022","8"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","5,830","0","0","0","0","0","0","0","2,022","12"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","80,205","0","0","0","1,595,355","0","0","2,023","1"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","4,213","15,178","0","0","0","0","0","0","2,019","8"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","15,903","9,967","0","0","0","0","0","0","2,019","1"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","0","0","0","0","0","1,966","0","0","2,018","1"
"CARTAGENA","SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.","PUBLICO","GRANEL LIQUIDO","0","34,129","0","0","0","0","0","0","2,019","9"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","3,420","0","0","2,021","1"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,613,702","0","0","0","0","0","0","0","2,019","9"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","69,353","0","0","0","0","0","0","2,023","1"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,593,374","0","0","0","0","0","0","0","2,018","6"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","90,899","0","0","0","0","0","0","2,019","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","CONTENEDORES","0","0","0","0","2,384","0","0","0","2,023","7"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","20,204","0","0","0","2,700","0","0","2,023","8"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CONTENEDORES","0","29","0","0","0","0","0","0","2,020","7"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","77,291","0","0","0","0","0","0","2,021","8"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","14,967","34,440","0","0","7,399","0","0","0","2,019","8"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","17,558","0","0","2,022","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GENERAL","1,279","4,649","0","0","0","0","0","0","2,024","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","23,728","0","0","0","0","0","0","2,024","3"
"CARTAGENA","PUERTO DE MAMONAL S.A.","PUBLICO","CARBON AL GRANEL","144,077","0","0","0","0","0","0","0","2,018","6"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","64","0","0","0","2,021","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL LIQUIDO","3,494","6,701","0","0","0","0","0","0","2,020","3"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","8,751","0","0","2,023","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GRANEL LIQUIDO","0","28,811","0","0","0","0","0","0","2,022","7"
"GUAJIRA","CERREJON ZONA NORTE S.A.","PRIVADO","GENERAL","0","3,298","0","0","0","0","0","0","2,018","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","42,343","66,052","0","122","0","0","0","0","2,018","9"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","87,179","0","0","0","0","0","0","2,023","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","3,037","22,719","81","0","0","19,327","0","0","2,020","12"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","56,412","0","0","0","0","0","0","0","2,019","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","PUBLICO","CONTENEDORES","73,206","99,984","452,218","0","0","14,569","0","0","2,020","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","50,828","58,419","228","52","0","0","0","621","2,024","6"
"G. MORROSQUILLO","CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS","PRIVADO","GRANEL LIQUIDO","738,189","28,817","0","0","0","48,828","0","0","2,023","1"
"BARRANQUILLA","PORTMAGDALENA S.A.","PUBLICO","GRANEL LIQUIDO","18,953","29,972","0","0","0","0","0","0","2,021","9"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","81,339","0","0","0","0","0","0","2,025","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","43,301","60,561","0","0","0","0","0","663","2,020","11"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","6,250","3,181","0","0","0","1,655","0","0","2,018","7"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","87,701","264,712","0","0","0","20,266","0","0","2,025","2"
"G. MORROSQUILLO","OLEODUCTO CENTRAL S.A.","PUBLICO","GRANEL LIQUIDO","1,947,572","0","0","0","0","0","0","0","2,019","1"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","26,122","0","0","2,024","7"
"BARRANQUILLA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","3,795","0","0","0","0","0","0","0","2,020","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","156,150","0","0","0","0","0","0","2,024","6"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","27,208","8,687","0","0","0","0","0","0","2,020","7"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","53,906","0","0","0","0","0","0","2,020","5"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","12,223","0","0","0","0","0","0","2,022","5"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","GENERAL","101","119","516","0","0","0","0","0","2,020","11"
"CARTAGENA","COREMAR SHOREBASE SA","PUBLICO","GENERAL","0","0","0","0","0","137","0","0","2,019","11"
"TURBO","PORTUARIA PUNTA DE VACA S.A.","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","1,414","0","0","2,019","12"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GENERAL","0","0","0","0","0","1,336","0","0","2,018","8"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","0","0","0","0","5,994","0","0","2,018","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","51,186","188,416","0","0","0","835","0","0","2,020","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","GENERAL","311","129,045","3,073","0","0","0","0","0","2,024","7"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","59,291","192,410","0","0","0","5,732","0","0","2,023","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CARBON AL GRANEL","53,635","0","0","0","0","0","0","0","2,018","7"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","CARBON AL GRANEL","40,178","0","0","0","0","0","0","0","2,018","5"
"BARRANQUILLA","BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.","PUBLICO","GENERAL","0","14,034","0","0","0","277","0","0","2,020","5"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","120,215","0","0","0","0","0","0","2,021","8"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GENERAL","0","311","0","0","0","0","0","0","2,019","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CONTENEDORES","40,252","54,559","27","395","0","220","0","89","2,021","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GENERAL","0","33,392","0","0","0","616","0","0","2,020","5"
"CARTAGENA","ATUNAMAR LIMITADA","PRIVADO","GENERAL","0","0","0","0","0","2,270","0","0","2,021","7"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","4,973","0","0","0","0","0","0","2,020","6"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","0","158,144","0","0","0","262,098","0","0","2,022","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","138,453","0","0","0","2,022","10"
"TUMACO","SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A","PUBLICO","GRANEL LIQUIDO","1,500","0","0","0","0","290","0","0","2,023","12"
"CARTAGENA","SOCIEDAD PORTUARIA BAVARIA S.A","PRIVADO","GENERAL","33,500","0","0","0","0","0","0","0","2,019","11"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","0","0","0","0","2,837","0","0","2,024","6"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","94,811","0","0","0","0","0","0","0","2,022","4"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","PUBLICO","CONTENEDORES","66,521","132,262","7,942","0","0","0","0","0","2,022","5"
"CIENAGA","SOCIEDAD PORTUARIA PUERTO NUEVO S.A.","PUBLICO","CARBON AL GRANEL","0","0","0","0","0","0","0","0","2,021","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CONTENEDORES","44,080","25,826","1,818","0","0","109","0","0","2,018","4"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CARBON AL GRANEL","0","18,244","0","0","0","0","0","0","2,020","5"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","PUBLICO","CONTENEDORES","65,708","183,787","0","0","0","416","0","0","2,019","9"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","87,328","32,500","0","0","0","0","0","0","2,019","4"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","CONTENEDORES","0","492","0","0","0","0","0","0","2,020","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","158,845","55,803","0","0","0","0","0","0","2,024","7"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","9,067","0","0","0","0","0","0","2,022","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","CARBON AL GRANEL","50,825","0","0","0","0","0","0","0","2,024","9"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","CONTENEDORES","52,825","3,872","0","0","0","7,403","0","0","2,022","9"
"CARTAGENA","PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.","PUBLICO","GRANEL LIQUIDO","0","7,611","0","0","0","0","0","0","2,019","4"
"G. MORROSQUILLO","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","43,309","0","0","0","0","0","0","2,021","6"
"CARTAGENA","ALGRANEL S.A.","PUBLICO","GRANEL LIQUIDO","0","11,703","0","0","0","0","0","0","2,020","7"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","PUBLICO","GRANEL LIQUIDO","25,456","23,533","0","0","0","0","0","0","2,019","11"
"GUAJIRA","PUERTO BRISA S.A.","PUBLICO","CARBON AL GRANEL","176,231","0","0","0","0","0","0","0","2,023","8"
"CARTAGENA","VOPAK COLOMBIA S.A.","PUBLICO","GRANEL LIQUIDO","4,157","0","0","0","0","438","0","0","2,020","9"
"GUAJIRA","SOCIEDAD PORTUARIA DE LA PENINSULA S.A.","PUBLICO","GENERAL","0","1,592","0","0","0","0","0","0","2,020","1"
"Z.P. RIO MAGDALENA","PUERTO PIMSA S.A.","PUBLICO","GENERAL","0","0","0","0","0","10,604","0","0","2,024","7"
"TURBO","PROMOTORA BANANERA S.A","PUBLICO","CONTENEDORES","5,695","0","0","0","0","4,820","0","0","2,020","7"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","142,054","0","0","0","0","0","0","0","2,023","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA RIVERPORT S.A.","PUBLICO","CARBON AL GRANEL","0","49,758","0","0","0","0","0","0","2,022","1"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","CARBON AL GRANEL","29,370","0","0","0","0","0","0","0","2,020","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","CONTENEDORES","1,104","3,916","0","0","0","8,352","0","0","2,021","12"
"CARTAGENA","SOCIEDAD PORTUARIA DEXTON S.A.","PUBLICO","GRANEL LIQUIDO","7,867","1,220","0","0","0","0","0","0","2,018","4"
"CARTAGENA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","78,306","0","0","0","0","0","0","2,019","9"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","56,117","0","0","0","2,024","4"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","29,088","0","0","0","0","0","0","2,021","6"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","65,563","0","0","0","0","0","0","2,022","5"
"CARTAGENA","ZONA FRANCA ARGOS S.A.S.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","87,767","49,572","0","0","0","0","0","0","2,023","4"
"CARTAGENA","PUERTO BUENAVISTA S.A","PUBLICO","GRANEL LIQUIDO","3,905","0","0","0","0","0","0","0","2,024","6"
"BUENAVENTURA","GRUPO PORTUARIO S.A","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","81,954","0","0","0","0","0","0","2,023","1"
"CARTAGENA","PRIMAX COLOMBIA S.A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","48","0","0","0","2,024","5"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","CARBON AL GRANEL","92,763","0","0","0","0","0","0","0","2,018","7"
"CARTAGENA","NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A","PRIVADO","GRANEL LIQUIDO","0","0","0","0","0","7,256","0","0","2,023","9"
"CARTAGENA","SOCIEDAD PORTUARIA DEL DIQUE S.A.","PUBLICO","GRANEL LIQUIDO","0","0","0","0","0","18,482","0","0","2,021","12"
"BARRANQUILLA","COMPA�IA DE PUERTOS ASOCIADOS S.A.","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","47,669","0","0","0","0","0","0","2,023","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","3,982","0","0","0","21,789","0","0","2,022","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.","PRIVADO","GRANEL SOLIDO DIFER. DE CARBON","0","9,501","0","0","0","0","0","0","2,020","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","PUBLICO","CONTENEDORES","80,868","199,305","129,522","0","0","0","0","0","2,021","12"
"CARTAGENA","ECOPETROL S.A.","PRIVADO","GRANEL LIQUIDO","339,471","74,778","0","0","0","62,228","0","0","2,020","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","PUBLICO","GRANEL LIQUIDO","0","12,965","0","0","0","0","0","0","2,018","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","PUBLICO","CONTENEDORES","97,019","168,733","1,201,640","0","0","0","0","0","2,019","9"
"CARTAGENA","SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.","PUBLICO","GRANEL LIQUIDO","0","69,585","0","0","0","0","0","0","2,021","7"
"TURBO","UNIBAN LOGISTICA S.A","PUBLICO","GENERAL","13,228","0","0","0","0","0","0","0","2,024","7"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","PUBLICO","GRANEL SOLIDO DIFER. DE CARBON","0","7,058","0","0","0","0","0","0","2,021","7"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","PUBLICO","GRANEL LIQUIDO","0","3,486","0","0","0","0","0","0","2,024","6"
